MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled,SalePrice,SalePrice_log
RL,StoneBr,1Story,VinylSd,PConc,Av,Attchd,Fin,Jun,20,11394,9,2,350.0,1445,8,1,3,113,4,3349.6000000000004,2.3,0,0,3.875,1,1,0,0,0,394432,12.885204569609956
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,8123,6,5,16.0,0,7,1,2,100,3,2591.6,2.5,9,63,3.375,1,1,1,0,0,179000,12.095146671399466
RL,SWISU,1.5Fin,BrkFace,BrkTil,No,Detchd,Unf,May,50,5000,5,6,0.0,218,6,1,1,0,3,2516.8,2.0,86,242,3.125,1,1,1,0,1,127000,11.751950239425476
FV,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Aug,20,7200,7,5,0.0,0,5,1,2,216,3,2341.4,2.8,0,121,3.75,1,1,0,0,0,187750,12.142871895843887
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,RFn,Apr,60,9245,7,5,0.0,0,8,0,2,144,3,2556.1,2.5,1,53,3.625,1,1,1,0,0,213500,12.271396795480596
RH,SawyerW,1.5Unf,Wd Sdng,BrkTil,No,Detchd,Unf,Oct,45,9000,6,3,0.0,0,5,0,2,0,3,1417.2,1.0,81,91,2.5,1,1,0,0,1,76000,11.23850177707664
RL,ClearCr,2Story,HdBoard,PConc,Av,Attchd,Fin,Jun,60,53107,6,5,0.0,985,9,2,2,216,4,3217.0,3.3,15,231,3.625,1,1,1,0,0,240000,12.388398368982115
RL,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,Apr,120,3182,8,5,16.0,24,6,1,2,146,4,2278.1000000000004,2.0,6,164,3.625,1,1,0,0,1,192000,12.165255859329688
RL,Edwards,1.5Fin,Wd Sdng,PConc,No,,,May,50,8410,5,3,0.0,0,8,0,0,0,3,1716.2,1.0,96,151,2.125,1,0,1,0,1,81000,11.302216779257382
RL,Edwards,SLvl,MetalSd,CBlock,Av,Detchd,Unf,Oct,80,7200,6,6,255.0,631,6,1,1,296,4,1965.0000000000002,1.8,33,0,3.25,1,1,0,0,0,125000,11.736077016252437
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Jul,20,9382,7,5,125.0,0,6,0,2,120,3,2662.7000000000003,2.0,9,25,3.625,1,1,0,0,1,191000,12.160033942617156
RL,NridgHt,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Aug,60,12474,10,5,272.0,1280,9,1,3,196,4,3687.2000000000003,3.3,1,134,4.0,1,1,1,0,1,426000,12.962196972666593
RL,Edwards,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Apr,50,8405,5,8,0.0,241,7,0,1,0,1,2060.8,1.8,108,242,3.375,1,1,1,0,1,119000,11.686887175419702
RL,Mitchel,2Story,VinylSd,PConc,No,BuiltIn,Fin,Jun,60,12209,6,5,0.0,690,7,1,2,125,4,2611.2999999999997,3.3,8,192,3.625,1,1,1,0,1,215000,12.278397958261774
RL,NAmes,1Story,MetalSd,Slab,,Attchd,RFn,Jul,20,8339,5,7,0.0,0,5,0,1,0,0,882.0,1.0,48,0,2.25,0,1,0,0,0,106500,11.575909653758895
RL,BrkSide,1Story,WdShing,CBlock,No,,,Apr,30,7446,4,5,0.0,266,4,2,0,0,1,1418.4,1.0,65,0,2.25,1,0,0,0,1,100000,11.51293546492023
RL,OldTown,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Jul,50,10134,5,6,0.0,0,5,0,1,0,3,1628.0,1.0,67,39,3.125,1,1,1,0,1,109000,11.599112335481124
RL,Edwards,1Story,Wd Sdng,CBlock,Av,Attchd,Unf,Jun,20,9571,5,6,0.0,739,6,0,1,44,2,2066.0,1.8,54,0,3.0,1,1,0,0,0,129000,11.767575435251748
RL,CollgCr,1Story,MetalSd,CBlock,Av,Detchd,RFn,Sep,20,7200,5,5,0.0,777,6,0,2,215,1,1615.2,1.0,37,0,3.0,1,1,0,0,0,123000,11.719947764402807
RL,NAmes,2Story,VinylSd,CBlock,No,Attchd,RFn,Jul,60,7590,5,5,288.0,540,8,1,1,0,4,2510.1,2.0,45,168,3.0,1,1,1,0,0,169500,12.040614105490253
RM,IDOTRR,1Story,MetalSd,BrkTil,No,Detchd,Unf,Nov,30,8967,5,2,0.0,0,6,0,1,0,3,1851.8000000000002,1.0,87,0,2.125,1,1,0,0,1,67000,11.112462823634855
FV,Somerst,2Story,CemntBd,PConc,No,Attchd,Fin,Oct,60,8125,7,5,100.0,812,7,0,2,0,4,2430.1,2.8,3,168,3.625,1,1,1,0,1,241000,12.392556361841777
RL,Veenker,1Story,BrkFace,PConc,No,Attchd,Fin,Dec,120,14963,8,5,0.0,786,4,2,2,120,4,2299.8,2.3,12,254,3.75,1,1,0,0,0,245500,12.411056299528171
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,Fin,Jul,20,8767,7,5,0.0,24,6,1,2,0,4,2364.5,2.0,1,0,3.625,1,1,0,0,0,164990,12.013646205940514
RL,Sawyer,1Story,Wd Sdng,PConc,No,Detchd,Unf,Aug,30,10200,5,8,0.0,0,4,0,1,168,3,1215.6,1.0,68,0,3.25,1,1,0,0,1,108000,11.58989576532275
RL,NoRidge,2Story,VinylSd,PConc,No,BuiltIn,Fin,Jul,60,12090,8,5,650.0,0,10,1,2,144,3,3185.1000000000004,2.5,8,123,3.5,1,1,1,0,0,258000,12.460718739865236
RL,Gilbert,2Story,MetalSd,PConc,No,BuiltIn,Fin,May,60,10364,6,5,0.0,0,7,1,2,0,3,2216.8,2.5,12,40,3.25,1,1,1,0,1,168000,12.031725210748633
RL,Sawyer,1Story,Plywood,CBlock,No,Attchd,Unf,Jun,20,9991,4,4,0.0,1116,8,1,2,120,2,2644.8,2.8,33,78,3.25,1,1,0,0,1,150000,11.918397239722838
RL,SWISU,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Mar,50,10480,6,5,0.0,0,6,0,1,0,3,2495.2999999999997,1.0,72,0,3.25,1,1,0,0,1,115000,11.652696102959753
RL,Crawfor,2Story,Wd Sdng,BrkTil,No,Attchd,Unf,Mar,70,15576,6,7,0.0,0,8,0,1,0,3,2358.3,2.0,93,160,3.375,1,1,1,0,1,177000,12.083910661257521
RL,NridgHt,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,14154,7,5,350.0,0,9,1,3,192,3,3033.3,2.5,1,62,3.875,1,1,1,0,0,280000,12.54254845357358
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,Fin,Apr,60,10800,8,5,100.0,789,8,1,3,0,4,2913.7,3.3,1,102,3.875,1,1,1,0,1,339750,12.73596827534975
RL,Edwards,1Story,BrkComm,CBlock,No,Attchd,Unf,Jun,20,9571,5,3,0.0,0,5,0,1,0,3,2303.6000000000004,1.0,51,0,2.75,1,1,0,0,0,60000,11.002116507732017
RL,Gilbert,1Story,Wd Sdng,CBlock,Mn,Attchd,Fin,Jan,190,34650,5,5,0.0,1056,5,0,2,264,1,1910.8000000000002,1.8,51,0,3.0,1,1,0,0,0,145000,11.884495917930655
FV,Somerst,1Story,MetalSd,PConc,Av,Attchd,Fin,Jun,20,4403,7,5,432.0,578,7,1,2,0,4,2654.0,3.3,1,144,3.875,1,1,0,0,0,222000,12.310437165348775
RM,OldTown,1Story,WdShing,CBlock,No,Detchd,Unf,Mar,30,8960,5,6,0.0,0,5,1,2,0,3,1840.0,1.0,83,130,3.125,1,1,0,0,1,115000,11.652696102959753
RL,SawyerW,2Story,VinylSd,PConc,No,Attchd,Unf,Dec,60,11228,7,5,0.0,50,9,1,3,196,2,2966.9,2.9,15,187,3.625,1,1,1,0,0,228000,12.337105293891872
RL,Gilbert,1Story,VinylSd,PConc,Av,Attchd,Fin,Aug,20,8899,7,5,0.0,24,6,0,2,100,4,2419.3,2.0,0,30,3.625,1,1,0,0,0,181134,12.106997888588934
RL,Sawyer,2Story,HdBoard,CBlock,No,Attchd,Fin,Mar,60,7844,6,7,203.0,209,6,1,2,0,4,1945.0,1.5,28,0,3.0,1,1,1,0,0,149500,11.915058360753719
RL,Crawfor,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,Nov,70,22420,6,6,0.0,1128,10,1,3,0,2,3728.6,3.3,89,0,3.125,1,1,1,0,1,239000,12.384223015005313
RL,Edwards,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Apr,50,8160,5,6,0.0,312,7,0,1,0,4,1744.8000000000002,2.3,67,0,2.875,1,1,1,0,1,126000,11.744045122410057
RL,NAmes,1Story,VinylSd,CBlock,No,Attchd,Unf,Jul,20,8450,5,6,0.0,775,6,1,1,0,2,1907.3000000000002,1.8,42,269,3.25,1,1,0,0,0,142000,11.863589378812122
RM,Mitchel,SFoyer,VinylSd,PConc,Gd,Attchd,Fin,Nov,90,7060,7,5,200.0,1309,8,0,4,0,4,2427.0,3.6,11,0,3.625,1,1,0,0,1,206300,12.237091546357338
RL,NWAmes,1Story,CemntBd,CBlock,No,Attchd,Fin,Jun,20,16635,6,7,126.0,1246,8,1,2,240,4,2883.6000000000004,2.4,32,0,3.5,1,1,0,0,1,215000,12.278397958261774
RL,Mitchel,1Story,HdBoard,CBlock,No,Attchd,RFn,Feb,20,21750,5,5,0.0,0,4,0,2,0,3,1788.4,1.0,54,0,3.25,1,1,0,0,0,113000,11.635151947212842
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,9200,8,5,473.0,986,8,1,3,0,4,3814.0,3.3,10,66,3.5,1,1,1,0,0,315000,12.660331092405906
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,RFn,May,20,9000,6,5,74.0,616,6,1,1,0,3,2160.0,1.8,52,44,3.25,1,1,0,0,0,139000,11.842236406331555
RM,OldTown,2Story,HdBoard,CBlock,No,Detchd,Unf,Sep,60,3378,7,8,0.0,0,6,2,1,0,3,1915.8000000000002,1.5,63,126,3.25,1,1,1,0,1,135000,11.813037464800539
RL,SawyerW,SLvl,Wd Sdng,PConc,Gd,Attchd,Fin,Aug,80,12800,7,5,145.0,1518,5,1,2,80,4,2858.4,3.2,20,396,3.5,1,1,0,0,0,275000,12.524530013005734
RL,NAmes,1Story,MetalSd,CBlock,No,Detchd,Unf,Jul,20,8593,4,6,0.0,288,5,0,1,0,1,1640.3,1.0,51,0,3.25,1,1,0,0,0,109008,11.599185726610004
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Sep,20,6762,7,5,108.0,664,6,0,2,105,4,2180.8,2.8,0,54,3.625,1,1,0,0,0,195400,12.182809136284991
RL,Timber,1Story,HdBoard,CBlock,Mn,Attchd,Unf,Mar,20,11457,6,5,0.0,1005,6,1,2,0,4,2538.6000000000004,2.8,21,169,3.25,1,1,0,0,0,175000,12.07254696717504
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Jul,160,1680,6,5,232.0,387,4,0,1,0,4,1375.5,1.5,37,0,3.0,1,1,1,0,0,85400,11.355113089309977
RM,OldTown,1.5Fin,MetalSd,BrkTil,No,,,Sep,50,5586,6,7,0.0,0,7,0,0,0,3,1924.8000000000002,1.0,88,98,2.375,1,0,1,0,1,79900,11.288543647320601
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Aug,160,1920,5,5,376.0,471,6,0,2,240,4,1979.4,2.3,36,36,3.25,1,1,1,0,0,122500,11.715874472198905
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jul,60,10839,6,5,0.0,0,7,1,2,0,3,2354.8,2.5,11,36,3.375,1,1,1,0,1,181000,12.10625783509458
RM,MeadowV,SFoyer,CemntBd,CBlock,Av,,,Jun,180,1890,4,7,0.0,495,3,0,0,88,4,1136.1,1.8,36,0,2.625,1,0,0,0,0,81000,11.302216779257382
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,RFn,Apr,60,10667,7,6,0.0,385,6,1,2,158,4,2304.5,3.3,13,61,3.625,1,1,1,0,0,212000,12.264346270624157
RM,OldTown,1.5Fin,Stucco,BrkTil,No,Detchd,Unf,Oct,50,4400,6,8,0.0,0,6,0,2,0,3,1640.4,1.0,86,0,2.875,1,1,1,0,1,116000,11.661354090741
RM,BrkSide,1.5Unf,Wd Sdng,PConc,No,Detchd,Unf,Jan,45,6000,6,7,0.0,0,4,0,1,0,3,1616.2,1.0,83,105,3.25,1,1,0,0,1,119000,11.686887175419702
RL,Crawfor,1Story,WdShing,PConc,No,Detchd,Unf,Mar,30,4280,5,6,0.0,365,4,1,1,0,3,1050.0,1.0,94,34,3.25,1,1,0,0,1,90350,11.411457364027745
RL,Edwards,1.5Fin,Wd Sdng,BrkTil,Mn,Detchd,Unf,Aug,50,12354,6,8,0.0,0,7,0,2,0,3,1749.9,1.0,89,46,3.125,1,1,1,0,1,110000,11.608244735642321
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Apr,20,15431,10,5,200.0,1767,10,2,3,0,4,4887.700000000001,2.8,1,242,4.0,1,1,0,0,0,555000,13.22672519452875
RL,Edwards,1Story,VinylSd,CBlock,No,,,Sep,90,12108,4,4,270.0,133,8,0,0,0,4,2601.2,2.0,53,0,2.125,1,0,0,0,0,118000,11.678448377988165
RM,BrkSide,1.5Fin,MetalSd,PConc,No,Detchd,Unf,Jun,50,6240,5,7,0.0,0,8,1,2,0,3,2440.6,2.0,78,0,3.0,1,1,1,0,1,162900,12.000897933306716
RL,Blmngtn,1Story,WdShing,PConc,Av,Attchd,Fin,Jun,120,3922,7,5,72.0,0,6,1,3,144,3,2269.7000000000003,2.0,1,16,3.75,1,1,0,0,1,172500,12.058158312538197
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,Unf,Jul,60,8750,7,5,0.0,642,8,1,2,144,4,2647.0,3.3,14,133,3.75,1,1,1,0,1,210000,12.25486757159303
RL,Edwards,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Nov,20,9855,6,5,0.0,0,7,1,2,0,3,2845.1000000000004,1.0,53,0,2.875,1,1,0,0,0,127500,11.755879486687116
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,Fin,Jun,20,16492,6,6,0.0,247,6,1,2,0,4,3115.3,2.5,44,0,3.5,1,1,0,0,1,190000,12.154784614286667
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jul,60,11214,7,5,0.0,0,10,1,2,89,3,2630.0,2.5,8,0,3.5,1,1,1,0,1,199900,12.20557752297723
RM,IDOTRR,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Jun,50,8600,6,6,0.0,0,7,1,1,0,3,2005.0,2.0,69,0,3.0,1,1,1,0,1,119500,11.691080018519527
RM,OldTown,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Jun,50,6000,3,7,0.0,331,6,0,1,0,4,1707.2,1.5,59,176,3.375,1,1,1,0,1,120000,11.695255355062795
RM,OldTown,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Jun,30,5684,6,8,0.0,0,5,0,1,0,3,1470.4,1.0,76,113,3.125,1,1,0,0,1,110000,11.608244735642321
RL,ClearCr,1Story,Plywood,CBlock,Gd,Attchd,Unf,Dec,20,70761,7,5,0.0,655,5,2,2,200,4,2765.6,2.8,31,54,3.25,1,1,0,0,0,280000,12.54254845357358
RL,Timber,2Story,VinylSd,PConc,No,Attchd,Fin,Jul,60,9303,6,5,42.0,742,7,0,2,144,4,2453.6,3.3,11,122,3.625,1,1,1,0,1,204000,12.225880174775122
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,9000,8,5,0.0,0,6,0,2,0,3,2211.9,2.5,1,30,3.625,1,1,1,0,0,210000,12.25486757159303
RL,Mitchel,1Story,Plywood,CBlock,No,Detchd,Unf,Jul,90,9297,5,5,0.0,1606,8,0,2,0,4,3116.7000000000003,3.6,30,0,3.0,1,1,0,0,0,188000,12.144202560946876
RL,NWAmes,1Story,HdBoard,CBlock,No,Attchd,Unf,Sep,20,9600,7,6,320.0,916,6,1,2,0,4,2243.6,1.5,34,0,2.875,1,1,0,0,0,175500,12.075400019877522
RM,OldTown,2Story,AsbShng,BrkTil,No,Detchd,Unf,May,70,4571,5,5,0.0,0,7,0,3,0,3,1846.6000000000001,1.0,92,96,2.625,1,1,1,0,1,98000,11.49273296168228
RL,ClearCr,1Story,Plywood,CBlock,Gd,Attchd,Fin,Mar,20,53227,4,6,0.0,1116,6,2,2,224,2,2754.2,1.8,54,137,3.5,1,1,0,0,1,256000,12.45293662970407
RM,OldTown,2Story,Stucco,PConc,No,Detchd,Unf,Jun,70,5100,8,7,0.0,0,7,1,1,192,3,2136.4,1.0,83,63,3.125,1,1,1,0,1,161000,11.989165855127435
RL,BrkSide,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Jul,50,7015,5,4,161.0,185,5,1,1,0,3,1770.2,1.8,59,248,3.125,1,1,1,0,0,110000,11.608244735642321
FV,Somerst,2Story,VinylSd,PConc,No,BuiltIn,Fin,Dec,60,8004,8,5,110.0,544,8,0,2,0,4,2608.1,3.3,0,150,3.5,1,1,1,0,0,263435,12.481565733211923
RL,SWISU,2Story,Wd Sdng,PConc,No,Detchd,RFn,Apr,70,7200,7,9,0.0,350,6,0,2,256,4,1589.0,1.8,73,0,3.875,1,1,1,0,1,155000,11.951186847493476
RL,Sawyer,1Story,MetalSd,CBlock,No,Detchd,Unf,Dec,20,8281,5,5,0.0,553,5,1,1,0,1,1561.2,1.0,44,236,3.125,1,1,0,0,0,62383,11.04106411122238
RL,Crawfor,2Story,Stucco,CBlock,No,Detchd,Unf,Aug,70,11988,6,7,0.0,326,6,1,1,0,3,2239.4,1.5,74,0,2.875,1,1,1,0,1,188700,12.147919030759663
RL,CollgCr,1Story,HdBoard,CBlock,No,,,Aug,20,8430,5,5,136.0,616,5,0,0,0,1,1878.0,2.0,31,0,2.375,1,0,0,0,0,124000,11.728044909070785
RM,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,May,120,3072,7,5,18.0,0,6,1,2,144,3,2514.0,2.0,2,20,3.625,1,1,0,0,0,178740,12.093693109638318
RL,NAmes,1Story,Plywood,CBlock,Gd,Attchd,Unf,Apr,20,10628,7,5,0.0,778,5,1,2,0,4,2307.1,1.8,37,176,3.25,1,1,0,0,0,167000,12.025755079404917
RL,NAmes,2Story,MetalSd,CBlock,No,Attchd,Unf,Jun,70,9480,5,7,224.0,386,7,2,1,168,3,2234.3,1.5,65,0,3.375,1,1,1,0,1,146500,11.89478753335453
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,May,20,11428,8,5,248.0,0,7,1,3,0,3,2944.6000000000004,2.0,1,44,3.625,1,1,0,0,0,250000,12.429220196836383
RL,SawyerW,2Story,HdBoard,PConc,No,Attchd,RFn,Jun,60,9291,6,5,120.0,426,7,0,2,144,4,2383.2,2.5,15,70,3.625,1,1,1,0,0,187000,12.138869243416009
RL,StoneBr,1Story,HdBoard,PConc,Av,Attchd,RFn,Jun,120,6820,8,5,0.0,368,4,0,2,0,4,2692.4,2.3,25,194,3.375,1,1,0,0,0,212000,12.264346270624157
RL,NWAmes,2Story,WdShing,CBlock,No,Attchd,RFn,Nov,60,11952,7,6,0.0,0,8,1,2,0,3,2624.6,2.5,30,276,3.125,1,1,1,0,0,190000,12.154784614286667
RM,Edwards,SLvl,VinylSd,PConc,Gd,Basment,RFn,Jun,180,3675,6,5,80.0,459,5,0,2,0,4,1513.1,1.8,3,28,3.375,1,1,0,0,0,148000,11.904974309480183
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,RFn,Jul,20,14977,8,5,304.0,1350,7,1,3,250,4,3567.8,2.8,1,63,3.75,1,1,0,0,1,440000,12.994532278619134
RL,StoneBr,1Story,CemntBd,PConc,Av,Attchd,RFn,Aug,120,5330,8,5,0.0,1196,6,0,2,96,4,2851.2999999999997,2.8,7,48,3.75,1,1,0,0,0,251000,12.433212202169729
RL,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,Jul,20,8480,5,6,0.0,630,5,0,2,0,4,1754.0,1.8,44,216,3.0,1,1,0,0,0,132500,11.794345471549745
RL,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,Fin,Apr,20,13125,6,5,215.0,994,7,1,2,140,4,2682.9,2.8,11,39,3.5,1,1,0,0,1,208900,12.249615734512616
RL,NridgHt,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Mar,60,13693,9,5,772.0,0,9,1,3,414,3,4375.9,2.5,1,84,3.875,1,1,1,0,0,380000,12.847929163278053
RL,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,RFn,Sep,20,10637,8,5,336.0,1288,7,1,3,208,4,3089.9,2.8,2,44,3.75,1,1,0,0,1,297000,12.601490784782536
RM,OldTown,1Story,Stucco,BrkTil,No,Detchd,Unf,Mar,30,5925,4,7,435.0,168,7,0,2,0,1,1861.6,1.0,70,72,2.875,1,1,0,0,1,89471,11.401681006153428
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Mar,20,16033,9,5,378.0,1261,8,1,3,519,4,3326.2000000000003,2.8,2,112,3.75,1,1,0,0,1,326000,12.694655727828803
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Aug,20,11846,9,5,562.0,1567,6,1,3,206,4,3232.8,2.8,3,49,3.875,1,1,0,0,1,374000,12.832013750189885
RM,OldTown,2Story,Stucco,PConc,No,Attchd,Unf,Jun,70,2500,7,8,0.0,299,7,1,1,0,4,2559.0,2.3,94,0,3.375,1,1,1,0,1,155000,11.951186847493476
RM,Mitchel,1Story,VinylSd,PConc,No,Attchd,Unf,May,120,4500,6,5,116.0,897,5,0,2,0,4,2192.0,2.8,8,125,3.5,1,1,0,0,0,164000,12.00762780434872
RL,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,Mar,20,7758,5,7,0.0,588,6,0,1,0,4,1798.2,1.8,45,132,3.375,1,1,0,0,1,132500,11.794345471549745
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,Unf,Jul,20,9600,5,7,0.0,607,5,1,1,0,4,2011.4,1.0,59,200,3.375,1,1,0,0,1,147000,11.898194668458823
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Jun,20,10289,5,7,168.0,836,6,0,2,0,4,1939.3000000000002,2.3,42,0,3.0,1,1,0,0,0,156000,11.957617696467539
RL,NWAmes,1Story,Plywood,CBlock,Av,Attchd,Unf,Feb,20,12243,5,6,0.0,998,7,1,2,224,4,2678.2,2.0,36,180,3.25,1,1,0,0,0,175000,12.07254696717504
RL,OldTown,1.5Fin,Wd Sdng,CBlock,No,Attchd,Unf,May,190,10800,5,4,0.0,664,10,1,2,142,2,3183.2,2.0,106,0,2.625,1,1,1,0,1,160000,11.982935344196433
RM,MeadowV,SFoyer,CemntBd,CBlock,Av,Attchd,Unf,May,180,1526,4,8,0.0,515,3,0,1,0,4,1136.1,1.8,39,0,3.375,1,1,0,0,1,86000,11.362114203075018
RM,MeadowV,2Story,CemntBd,PConc,Mn,BuiltIn,Fin,Jun,160,2665,5,6,0.0,0,4,1,1,141,3,1515.2,1.5,32,24,3.125,1,1,1,0,0,115000,11.652696102959753
RL,NAmes,1.5Fin,Wd Sdng,CBlock,No,Attchd,Unf,Aug,50,9490,6,7,0.0,403,5,2,1,0,2,2230.7000000000003,1.8,65,32,2.875,1,1,1,0,1,133000,11.798111925972618
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,15578,6,5,0.0,0,8,0,2,0,3,2048.9,2.5,0,0,3.375,1,1,1,0,0,172785,12.059809113551397
RL,NAmes,1Story,BrkFace,CBlock,No,Detchd,Unf,Jun,20,7931,5,6,0.0,374,6,1,1,0,2,2291.2,1.5,48,0,3.0,1,1,0,0,0,155000,11.951186847493476
RM,OldTown,1Story,MetalSd,BrkTil,No,Attchd,Unf,Dec,30,5784,5,8,0.0,0,4,0,1,144,3,1043.0,1.0,71,100,3.0,1,1,0,0,1,91300,11.421917019425596
C (all),IDOTRR,1Story,Wd Sdng,CBlock,No,,,Nov,30,7879,4,5,0.0,495,4,0,0,0,1,1302.0,1.0,89,638,2.25,1,0,0,0,1,34900,10.460270761075149
RL,NoRidge,1Story,BrkFace,PConc,No,Attchd,RFn,May,20,12692,8,5,0.0,1231,10,1,2,264,4,5788.0,3.8,15,366,3.625,1,1,0,0,1,430000,12.971542813248437
RL,BrkSide,1.5Fin,Wd Sdng,PConc,No,Detchd,Unf,Jun,50,9120,7,6,0.0,329,8,0,1,0,1,2646.8,2.8,83,100,3.375,1,1,1,0,1,184000,12.122696471358964
RL,Sawyer,1Story,HdBoard,PConc,No,Attchd,Fin,Jun,20,7800,5,7,89.0,450,5,0,1,64,4,1596.7,1.0,42,0,3.375,1,1,0,0,1,130000,11.775297421715827
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,Fin,Jun,20,7535,5,7,0.0,111,5,0,1,12,2,1648.6,1.4,49,285,2.875,1,1,0,0,1,120000,11.695255355062795
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,May,160,1890,6,5,285.0,356,7,0,1,144,2,1757.6999999999998,1.5,34,28,3.0,1,1,1,0,0,113000,11.635151947212842
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,Feb,60,9803,7,5,0.0,400,7,0,2,0,4,2468.3,2.5,3,108,3.5,1,1,1,0,0,226700,12.331387247601905
RL,Edwards,1Story,MetalSd,CBlock,No,Detchd,Unf,Apr,20,9170,5,7,0.0,698,6,0,2,0,4,2192.2,1.8,42,184,3.0,1,1,0,0,0,140000,11.849404844423074
RL,Crawfor,1Story,BrkFace,CBlock,No,Attchd,Fin,Mar,20,15602,7,8,0.0,1247,6,2,2,0,4,3011.8,2.8,51,215,3.0,1,1,0,0,1,289000,12.574185427296195
RL,NPkVill,2Story,Plywood,CBlock,No,Attchd,Unf,Jun,160,2308,6,5,0.0,257,6,1,2,260,4,2008.4,2.9,35,0,3.0,1,1,1,0,0,147000,11.898194668458823
RM,OldTown,2Story,Wd Sdng,CBlock,No,Detchd,Unf,Jul,90,7596,5,5,360.0,0,10,0,2,0,3,2734.0,2.0,57,0,3.125,1,1,1,0,0,124500,11.732069026983156
RL,SawyerW,2Story,VinylSd,PConc,No,Attchd,RFn,Sep,60,9554,8,5,125.0,380,8,1,2,182,4,2540.6,2.5,13,81,3.625,1,1,1,0,1,215000,12.278397958261774
FV,Somerst,1Story,VinylSd,PConc,No,Attchd,Fin,Sep,20,7862,6,5,0.0,27,4,0,2,0,4,2199.9,2.0,0,102,3.625,1,1,0,0,0,208300,12.246739428005663
RM,OldTown,2Story,MetalSd,BrkTil,No,Detchd,Unf,Oct,70,9600,7,9,0.0,141,7,1,2,0,1,1935.2,2.0,80,116,3.625,1,1,1,0,1,161000,11.989165855127435
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Jul,20,9600,5,6,132.0,991,6,0,1,224,4,1881.8000000000002,1.8,50,88,3.25,1,1,0,0,0,124500,11.732069026983156
RL,NAmes,1Story,Wd Sdng,CBlock,No,CarPort,Unf,Jun,20,14559,5,7,70.0,650,6,2,1,324,2,2176.9,1.8,58,210,3.375,1,1,0,0,1,164900,12.013100572810686
