MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled
RM,OldTown,2Story,VinylSd,BrkTil,No,Detchd,Unf,Jun,70,9000,5,6,0.0,0,8,0,1,0,3,2263.8,1.0,126,293,2.625,1,1,1,0,1
RM,BrkSide,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Jul,50,6000,6,9,0.0,0,4,0,2,210,3,1739.4,1.0,72,0,3.125,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,RFn,Nov,60,11194,8,5,40.0,0,7,1,2,188,3,3071.4,2.5,6,124,3.625,1,1,1,0,0
RL,NAmes,1Story,HdBoard,CBlock,No,Detchd,Unf,Jun,20,7340,4,6,0.0,322,4,0,1,0,4,1544.4,1.0,36,0,3.0,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,RFn,Jul,60,15611,8,5,0.0,0,8,1,2,0,3,2794.2,2.5,0,51,3.75,1,1,1,0,0
RM,OldTown,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,Oct,70,7200,7,7,0.0,0,8,0,2,36,3,2244.8,2.3,86,221,3.25,1,1,1,0,1
RL,NAmes,1Story,WdShing,CBlock,No,Attchd,Unf,Oct,20,7332,6,6,207.0,414,4,0,1,168,2,1561.2,1.8,47,0,3.375,1,1,0,0,0
RL,NridgHt,2Story,VinylSd,PConc,No,BuiltIn,RFn,Oct,160,2448,7,5,106.0,573,6,0,2,0,4,2240.8,3.3,5,27,3.625,1,1,1,0,1
RL,NWAmes,1.5Fin,HdBoard,PConc,No,Attchd,Unf,Feb,50,13837,7,5,178.0,1002,9,0,3,0,4,3146.2,2.5,18,0,3.75,1,1,1,0,0
RL,SWISU,1Story,Wd Sdng,BrkTil,Mn,Detchd,Unf,Apr,30,6292,6,5,0.0,384,4,0,1,0,1,1409.6,1.0,78,141,3.0,1,1,0,0,1
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,Unf,Jul,20,7931,5,5,0.0,1148,6,0,1,0,2,2073.4,1.8,50,0,3.0,1,1,0,0,0
RL,NWAmes,2Story,Plywood,CBlock,No,Attchd,RFn,Sep,60,10480,7,6,660.0,403,8,1,2,0,4,2614.4,2.5,32,69,3.0,1,1,1,0,0
RM,OldTown,2Story,Stucco,PConc,No,Detchd,Unf,Jun,70,5100,8,7,0.0,0,7,1,1,192,3,2136.4,1.0,83,63,3.125,1,1,1,0,1
RL,CollgCr,SLvl,HdBoard,CBlock,Av,Attchd,Unf,Nov,80,8385,5,8,220.0,595,6,0,1,210,4,1779.5,2.0,31,0,3.375,1,1,0,0,0
RM,NridgHt,1Story,VinylSd,PConc,Av,Attchd,RFn,Jul,120,8198,7,5,146.0,720,6,1,2,192,4,2450.3,2.8,4,30,3.625,1,1,0,0,0
RM,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,May,120,4426,6,5,169.0,662,3,0,2,160,4,1526.4,1.8,6,0,3.625,1,1,0,0,0
RL,StoneBr,1Story,CemntBd,PConc,No,Attchd,Fin,Oct,120,5664,8,5,0.0,1158,5,1,2,212,4,2863.8,2.8,9,59,3.75,1,1,0,0,0
RL,StoneBr,1Story,VinylSd,PConc,Mn,Attchd,Fin,Jul,20,11844,8,5,464.0,0,7,1,3,322,3,3690.8,2.5,1,82,3.75,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,10316,7,5,0.0,735,7,1,3,0,4,2658.6,3.3,8,184,3.625,1,1,1,0,0
RL,BrkSide,2.5Unf,Wd Sdng,BrkTil,No,Detchd,Unf,Jul,75,11888,6,6,0.0,0,10,0,2,0,3,2809.2,2.0,93,328,3.25,1,1,1,0,1
RL,NoRidge,2Story,HdBoard,PConc,Gd,Attchd,RFn,Apr,60,9900,7,5,256.0,987,9,1,3,340,4,3732.6,3.3,16,204,3.625,1,1,1,0,0
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Jul,20,10084,7,5,196.0,24,7,0,3,144,4,2802.0000000000005,2.0,1,20,3.625,1,1,0,0,1
RL,Mitchel,1Story,HdBoard,CBlock,Av,Attchd,Unf,Jun,20,8885,5,5,0.0,301,5,0,2,164,2,1593.2,1.8,23,0,3.125,1,1,0,0,0
RL,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,Sep,20,12968,5,6,0.0,737,4,0,1,140,4,1641.6,1.8,46,176,3.0,1,1,0,0,0
RL,NAmes,1Story,BrkFace,CBlock,Gd,Attchd,Fin,May,20,31770,6,5,112.0,639,7,2,2,210,2,2534.1,1.8,50,62,3.0,1,1,0,0,0
RL,NAmes,SLvl,Wd Sdng,CBlock,Gd,Attchd,Unf,May,80,19296,6,5,399.0,672,6,1,2,0,1,2483.6000000000004,1.8,47,252,3.0,1,1,0,0,0
RH,SawyerW,1Story,Plywood,Slab,,Detchd,Unf,Oct,90,8400,5,5,320.0,0,10,2,2,0,0,2026.0,2.0,30,0,2.25,0,1,0,0,0
RL,ClearCr,SLvl,HdBoard,CBlock,Av,Attchd,Unf,Jun,80,8816,6,7,80.0,504,6,0,2,0,4,1868.0,1.8,39,0,3.125,1,1,0,0,0
RL,NWAmes,1Story,Plywood,CBlock,No,Attchd,Unf,Feb,20,13175,6,6,119.0,790,7,2,2,349,4,3315.1000000000004,2.8,32,0,3.125,1,1,0,0,1
RL,CollgCr,2Story,VinylSd,PConc,Mn,Attchd,Fin,Dec,60,9066,8,5,320.0,668,7,2,3,224,4,2662.5,2.5,9,106,3.625,1,1,1,0,1
RL,ClearCr,1.5Fin,Wd Sdng,CBlock,Av,Attchd,Unf,Nov,50,11250,4,5,0.0,0,8,2,1,120,3,2671.2,1.8,52,0,3.25,1,1,1,0,1
RL,NridgHt,2Story,VinylSd,PConc,Gd,BuiltIn,RFn,Jan,60,13891,9,5,424.0,0,12,1,3,52,3,4219.9,3.5,1,362,4.0,1,1,1,0,1
RL,NWAmes,1Story,VinylSd,CBlock,No,Attchd,RFn,Oct,20,11040,6,7,144.0,656,5,0,2,55,4,2272.4,2.4,37,216,3.625,1,1,0,0,1
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,15426,6,5,0.0,821,7,0,2,276,4,2512.9,3.3,12,99,3.5,1,1,1,0,0
RL,NAmes,2Story,AsbShng,CBlock,No,Detchd,Unf,Jul,90,11345,5,5,567.0,220,10,0,2,0,1,2671.9,2.0,59,0,3.0,1,1,1,0,1
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jun,20,11900,6,5,387.0,1040,6,2,2,0,1,2513.6000000000004,2.3,51,192,3.0,1,1,0,0,0
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Jun,20,13472,10,5,922.0,56,8,1,3,248,4,4315.900000000001,2.0,6,105,4.0,1,1,0,0,0
RM,BrkSide,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Jun,30,6000,5,7,0.0,616,4,0,1,0,3,1113.8,1.0,85,129,3.125,1,1,0,0,1
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,Fin,Apr,60,10800,8,5,100.0,789,8,1,3,0,4,2913.7,3.3,1,102,3.875,1,1,1,0,1
RM,IDOTRR,1.5Unf,MetalSd,CBlock,Av,Detchd,Unf,Dec,45,5000,5,6,0.0,116,5,0,2,0,2,1384.0,1.0,66,244,2.75,1,1,0,0,1
RL,Crawfor,1Story,HdBoard,CBlock,No,Attchd,Unf,Aug,20,14000,6,8,0.0,0,6,1,1,0,3,2033.6,1.4,59,36,3.5,1,1,0,0,1
RL,NAmes,SLvl,HdBoard,CBlock,Gd,Attchd,RFn,May,80,9020,6,7,183.0,312,6,0,2,0,1,2074.8,2.3,42,129,3.25,1,1,0,0,0
RM,IDOTRR,2Story,VinylSd,Slab,,,,Jul,190,5600,4,5,0.0,0,7,0,0,0,0,1099.0,2.0,80,0,1.0,0,0,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,7500,7,5,0.0,0,7,1,2,140,3,2605.2,2.5,11,60,3.25,1,1,1,0,0
RL,NWAmes,SLvl,MetalSd,CBlock,No,Attchd,RFn,Sep,80,10192,7,6,143.0,0,8,1,2,0,3,2386.2,3.0,38,98,3.25,1,1,1,0,1
RM,BrkSide,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Jul,50,6000,4,6,0.0,672,6,0,1,0,2,1866.6,1.0,73,0,3.0,1,1,1,0,1
RL,SawyerW,1Story,VinylSd,PConc,No,Attchd,Fin,Sep,20,10994,8,5,366.0,976,7,1,2,165,4,3328.0,2.8,4,44,3.75,1,1,0,0,1
RL,Crawfor,1Story,BrkFace,CBlock,No,Attchd,Fin,Mar,20,15602,7,8,0.0,1247,6,2,2,0,4,3011.8,2.8,51,215,3.0,1,1,0,0,1
RL,NAmes,1Story,HdBoard,CBlock,No,Detchd,Unf,Nov,20,6960,4,6,0.0,375,5,0,2,96,4,1561.2,1.0,39,0,3.125,1,1,0,0,0
RL,Crawfor,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,Feb,70,9550,7,5,0.0,216,7,1,3,0,4,2327.8,1.8,91,307,3.375,1,1,1,0,1
RL,BrkSide,1Story,HdBoard,CBlock,Av,Detchd,Unf,May,190,9873,4,5,160.0,789,6,0,2,0,4,1734.0,1.8,36,288,3.0,1,1,0,0,0
RL,NAmes,2Story,MetalSd,CBlock,No,Attchd,Unf,Jun,70,9480,5,7,224.0,386,7,2,1,168,3,2234.3,1.5,65,0,3.375,1,1,1,0,1
RL,NridgHt,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Jun,60,12099,8,5,388.0,970,10,1,3,184,4,3386.7000000000003,3.3,3,154,3.75,1,1,1,0,0
RL,Mitchel,1.5Fin,VinylSd,Wood,No,Attchd,Unf,Oct,50,14115,5,5,0.0,732,5,0,2,40,4,2007.3,2.3,16,350,3.375,1,1,1,0,1
RL,SawyerW,1Story,Wd Sdng,CBlock,No,Attchd,Unf,May,20,11200,6,5,85.0,1258,5,1,2,165,4,2336.4,2.8,21,26,3.375,1,1,0,0,0
RM,OldTown,2Story,Wd Sdng,BrkTil,No,Attchd,Unf,Nov,70,17671,8,9,0.0,216,8,1,2,0,2,2486.9,1.5,127,169,3.5,1,1,1,0,1
RL,NWAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Aug,20,10140,6,5,174.0,0,7,1,2,0,3,2209.0,2.0,35,0,3.125,1,1,0,0,0
RL,Edwards,1Story,AsbShng,PConc,,,,Jun,90,6040,4,5,0.0,0,6,0,0,0,0,1158.5,2.0,53,0,1.375,0,0,0,0,0
RH,NAmes,SFoyer,MetalSd,PConc,Av,Attchd,Fin,Jun,120,4058,7,5,182.0,584,4,0,1,120,4,1348.8000000000002,1.8,9,40,3.375,1,1,0,0,0
RM,OldTown,1.5Fin,Wd Sdng,BrkTil,No,Attchd,Unf,Apr,50,5000,5,4,0.0,0,6,0,1,0,3,1878.3,1.0,106,77,3.0,1,1,1,0,1
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Jul,20,10355,5,5,196.0,695,5,1,1,0,2,2185.2,2.0,40,111,3.0,1,1,0,0,0
RL,Gilbert,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Jul,60,21930,5,5,0.0,0,7,1,2,100,3,2429.6,2.5,1,40,3.625,1,1,1,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,10463,8,5,0.0,0,8,1,3,0,3,2522.6,2.5,1,116,3.625,1,1,1,0,0
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,Fin,Jun,20,7500,5,5,0.0,824,5,0,1,0,4,1879.5,2.3,47,220,2.875,1,1,0,0,0
RL,SawyerW,2Story,HdBoard,PConc,No,Attchd,Unf,May,60,11839,7,5,99.0,1085,10,1,2,192,4,3517.6,3.3,18,121,3.5,1,1,1,0,0
RL,Somerst,1Story,VinylSd,PConc,Av,Attchd,RFn,Dec,20,10000,8,5,410.0,0,7,1,3,144,3,2866.9,2.0,1,45,3.75,1,1,0,0,0
RL,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Jul,20,11957,8,5,53.0,24,7,1,3,144,4,2840.7,2.0,2,104,3.625,1,1,0,0,0
RM,OldTown,2Story,Wd Sdng,Stone,No,Attchd,RFn,Dec,70,6600,5,4,0.0,0,11,0,1,0,3,3173.2,2.0,117,287,3.0,1,1,1,0,1
RL,NoRidge,1.5Fin,VinylSd,PConc,Av,Attchd,Fin,Mar,50,14720,8,5,579.0,816,9,1,3,283,4,4870.0,3.3,15,86,3.625,1,1,1,0,1
RL,CollgCr,SFoyer,VinylSd,PConc,Av,Detchd,Unf,Jul,85,8846,5,5,0.0,298,5,0,2,0,4,1615.7,1.0,10,0,3.5,1,1,0,0,0
RM,OldTown,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,Aug,70,9600,7,7,0.0,16,6,1,2,0,3,2229.4,1.9,81,234,3.5,1,1,1,0,1
RM,BrkSide,1.5Fin,MetalSd,PConc,No,Detchd,Unf,Jun,50,6240,5,7,0.0,0,8,1,2,0,3,2440.6,2.0,78,0,3.0,1,1,1,0,1
RL,NWAmes,SLvl,Plywood,CBlock,Av,Attchd,Unf,Jun,80,14115,7,5,225.0,1036,6,2,2,233,4,2569.6000000000004,2.8,29,48,3.125,1,1,0,0,0
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,Unf,Jul,20,9750,6,8,0.0,602,6,0,2,180,4,1903.7,2.3,39,80,3.25,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,RFn,Apr,60,10769,8,5,0.0,20,7,0,2,144,4,2467.6000000000004,2.5,2,105,3.625,1,1,1,0,0
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,RFn,May,20,9000,6,5,74.0,616,6,1,1,0,3,2160.0,1.8,52,44,3.25,1,1,0,0,0
RL,NridgHt,2Story,VinylSd,PConc,No,BuiltIn,RFn,Aug,60,10625,7,5,292.0,866,8,1,3,320,4,2852.9,3.3,5,62,3.625,1,1,1,0,1
RL,NAmes,1Story,VinylSd,CBlock,No,Detchd,RFn,Jul,20,7200,5,8,0.0,398,5,0,2,194,4,1561.2,1.8,57,0,3.25,1,1,0,0,1
RL,Sawyer,1Story,Plywood,PConc,No,Attchd,Unf,May,20,8978,5,5,0.0,0,6,0,1,147,3,1706.4,1.0,39,0,3.0,1,1,0,0,0
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Nov,20,7800,5,5,0.0,312,5,0,1,0,1,1648.1999999999998,1.0,42,0,3.0,1,1,0,0,0
RL,Blmngtn,1Story,VinylSd,PConc,Av,Attchd,Fin,Feb,120,3922,7,5,72.0,0,7,1,3,120,3,2413.7000000000003,1.8,1,16,3.75,1,1,0,0,1
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Sep,160,1869,6,6,127.0,321,5,0,1,0,1,1375.5,1.5,38,0,3.0,1,1,1,0,0
RH,SWISU,1.5Fin,VinylSd,BrkTil,No,Detchd,Unf,Jul,50,4500,5,5,0.0,182,6,0,1,0,1,2159.9,1.0,77,56,3.25,1,1,1,0,1
RL,Edwards,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Apr,20,8877,4,5,0.0,836,6,0,2,0,3,1895.5,1.0,55,0,2.75,1,1,0,0,0
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Aug,20,8487,7,5,210.0,20,6,0,2,192,4,2706.3,2.0,5,36,3.625,1,1,0,0,0
RL,Sawyer,1Story,Wd Sdng,BrkTil,No,Attchd,Unf,Aug,30,25339,5,7,0.0,0,7,0,2,0,3,2068.8,2.0,89,112,3.5,1,1,0,0,1
RL,NAmes,1Story,Plywood,CBlock,Gd,Attchd,RFn,Jul,20,19900,7,5,287.0,912,7,1,2,301,4,3764.6,2.8,40,0,3.125,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Feb,20,6762,7,5,24.0,686,6,0,2,105,4,2164.0,2.8,4,61,3.625,1,1,0,0,0
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Jun,20,14585,6,6,85.0,594,7,2,2,216,2,2344.2,1.4,47,110,3.375,1,1,0,0,1
RL,Edwards,1Story,MetalSd,PConc,Gd,,,Aug,90,7711,4,3,0.0,1440,8,0,0,321,4,2596.2,3.6,30,0,2.375,1,0,0,0,0
RL,Edwards,1Story,VinylSd,PConc,Mn,Attchd,RFn,Mar,20,10420,6,5,0.0,36,6,0,2,100,4,2189.9,2.0,1,22,3.5,1,1,0,0,0
RL,NAmes,SFoyer,CemntBd,CBlock,Av,Attchd,RFn,Jul,85,12122,7,9,210.0,867,6,0,2,144,4,1754.2,1.8,47,76,3.625,1,1,0,0,1
RL,NWAmes,2Story,VinylSd,CBlock,No,BuiltIn,Fin,Jul,60,8963,8,9,289.0,575,11,2,2,0,4,3628.6,3.9,32,204,3.875,1,1,1,0,1
RL,NAmes,1Story,MetalSd,CBlock,No,Detchd,Unf,Apr,20,12735,4,5,0.0,600,5,0,2,216,2,1555.2,1.0,36,0,3.0,1,1,0,0,0
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,Fin,Jul,20,11248,9,5,215.0,1059,7,1,3,257,4,2977.8,2.8,5,45,3.625,1,1,0,0,0
RL,NWAmes,1Story,Plywood,CBlock,No,Attchd,Fin,Apr,20,11900,7,5,209.0,822,6,1,2,192,4,2528.3,2.0,32,0,3.125,1,1,0,0,0
RL,NoRidge,2Story,HdBoard,CBlock,No,Attchd,Unf,Apr,60,16059,8,5,284.0,0,9,1,2,127,3,3459.5,2.5,15,82,3.625,1,1,1,0,1
RL,Edwards,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Oct,20,8190,4,6,0.0,732,5,1,1,0,1,1712.4,1.8,53,36,3.25,1,1,0,0,0
RL,BrkSide,2Story,HdBoard,BrkTil,No,Detchd,Unf,Oct,70,11414,7,8,0.0,0,8,0,2,509,3,2607.4,1.0,99,135,3.375,1,1,1,0,1
RL,Crawfor,2Story,Wd Sdng,BrkTil,Mn,Detchd,Unf,Jul,70,13132,5,5,0.0,0,9,0,1,203,3,2391.2,1.5,92,40,3.0,1,1,1,0,1
RL,NridgHt,1Story,VinylSd,PConc,Mn,Attchd,RFn,Aug,120,4590,8,5,108.0,24,6,1,2,156,4,2800.6,2.0,1,73,3.75,1,1,0,0,0
RL,NAmes,2Story,HdBoard,CBlock,Mn,Attchd,Unf,Jun,60,11075,6,5,0.0,500,9,2,2,280,4,2882.1,2.5,39,0,2.875,1,1,1,0,0
RL,BrkSide,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Aug,50,4712,4,7,0.0,384,5,0,1,0,4,1832.7,2.3,60,120,3.0,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,Fin,Mar,60,8499,6,5,0.0,0,6,1,2,0,3,1912.1,2.5,1,36,3.5,1,1,1,0,1
RL,NWAmes,1Story,Plywood,CBlock,No,Attchd,RFn,Mar,20,9360,6,7,0.0,982,5,1,2,0,4,2317.6000000000004,2.3,38,0,3.125,1,1,0,0,1
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,RFn,Apr,20,9600,6,6,183.0,620,6,1,1,289,1,2632.0,2.8,51,0,3.125,1,1,0,0,1
RL,Sawyer,1Story,VinylSd,CBlock,No,Attchd,Unf,Feb,20,9600,4,7,0.0,442,4,0,2,290,2,1926.6,2.0,60,0,3.25,1,1,0,0,1
RL,Edwards,SFoyer,HdBoard,Slab,,BuiltIn,RFn,Jul,85,7301,7,5,500.0,0,7,1,2,0,0,1928.4,3.0,6,177,2.75,0,1,1,0,0
RL,CollgCr,2Story,VinylSd,PConc,Mn,Attchd,RFn,Sep,60,11250,7,5,162.0,486,6,1,2,0,4,2528.8,3.3,7,42,3.625,1,1,1,0,1
RL,Somerst,1Story,VinylSd,PConc,Av,Attchd,RFn,Aug,20,10084,8,5,186.0,1369,7,1,2,255,4,3050.3,2.8,3,57,3.75,1,1,0,0,1
RL,NAmes,1Story,VinylSd,CBlock,No,Detchd,Unf,May,20,8000,6,6,0.0,680,5,1,1,0,4,1754.6,1.8,61,0,3.375,1,1,0,0,1
RL,Edwards,1Story,WdShing,CBlock,No,Detchd,Unf,Apr,20,8172,5,7,0.0,167,5,0,2,0,1,1561.2,1.8,51,0,3.0,1,1,0,0,1
RL,NAmes,2Story,HdBoard,CBlock,No,Attchd,RFn,Oct,60,7056,6,5,415.0,400,8,1,2,0,2,2427.1,2.3,45,50,3.0,1,1,1,0,0
RM,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,May,120,4426,6,5,147.0,697,3,1,2,149,4,1526.4,1.8,4,0,3.625,1,1,0,0,0
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,Unf,May,20,10011,5,6,64.0,360,6,1,1,0,2,2099.2,1.4,49,0,3.125,1,1,0,0,1
RL,Gilbert,2Story,Plywood,Slab,,Attchd,Unf,May,60,14762,5,6,0.0,0,7,1,2,120,0,2320.0,2.0,58,144,2.375,0,1,1,0,1
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,May,20,11478,8,5,200.0,1218,7,1,3,0,4,3077.0,2.8,3,50,3.75,1,1,0,0,1
RL,NWAmes,1Story,Plywood,CBlock,No,Attchd,Fin,May,20,11361,6,5,160.0,644,7,1,2,0,4,2487.8,2.4,32,189,3.125,1,1,0,0,0
RL,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,May,120,3182,7,5,14.0,16,7,1,2,156,4,2585.1000000000004,2.0,3,20,3.75,1,1,0,0,1
RL,Crawfor,2Story,Wd Sdng,CBlock,No,Attchd,Unf,Nov,70,7500,6,7,0.0,547,7,2,1,0,2,2110.8,1.0,67,224,3.0,1,1,1,0,1
RL,Edwards,1Story,Plywood,CBlock,Gd,,,Mar,90,10800,5,5,0.0,1200,5,0,0,120,4,2166.0,5.4,22,0,2.5,1,0,0,0,1
C (all),IDOTRR,1Story,Wd Sdng,CBlock,Av,Basment,Unf,Jun,20,8712,5,5,0.0,0,4,0,2,0,3,1482.6,1.0,58,0,2.75,1,1,0,0,0
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Feb,20,10000,6,6,261.0,0,5,0,2,0,3,2017.5,1.5,48,385,3.0,1,1,0,0,0
RL,BrkSide,2Story,Wd Sdng,CBlock,Gd,Attchd,RFn,May,70,21384,5,6,0.0,1309,6,1,2,0,4,2649.6,3.1,86,312,3.375,1,1,1,0,1
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,8791,6,5,0.0,503,7,0,2,216,1,2425.6,2.5,5,56,3.625,1,1,1,0,0
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,Jul,20,14230,8,5,640.0,0,7,1,3,0,3,2863.8,2.0,2,56,3.625,1,1,0,0,0
RL,StoneBr,1Story,VinylSd,PConc,Gd,Attchd,Fin,Jul,20,14157,9,5,200.0,1249,8,1,3,178,4,3468.2000000000003,2.8,2,51,3.75,1,1,0,0,1
RL,Gilbert,SLvl,VinylSd,PConc,No,BuiltIn,RFn,Dec,80,9967,7,5,0.0,0,8,1,2,100,3,1744.8,2.5,7,0,3.375,1,1,1,0,0
FV,Somerst,1Story,VinylSd,PConc,Av,Attchd,RFn,Jul,20,11096,8,5,0.0,24,7,0,3,0,4,2989.2000000000003,2.0,1,146,3.625,1,1,0,0,0
RM,OldTown,1Story,VinylSd,BrkTil,No,Detchd,Unf,Aug,30,10800,4,7,0.0,0,6,0,1,0,3,1565.8000000000002,1.0,122,0,2.75,1,1,0,0,1
RL,NridgHt,2Story,CemntBd,PConc,No,Attchd,Fin,Apr,60,20431,9,5,870.0,1410,10,2,3,0,4,4212.0,3.3,1,0,4.0,1,1,1,0,1
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jul,20,10175,6,5,272.0,490,7,1,2,0,2,2575.0,2.0,44,407,3.125,1,1,0,0,0
FV,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Oct,20,7500,7,5,0.0,410,6,0,2,0,4,2204.0,2.8,5,113,3.625,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Unf,Jul,20,13568,5,5,0.0,716,5,0,2,224,4,1786.3,1.4,11,0,3.375,1,1,0,0,0
RL,ClearCr,SLvl,Plywood,CBlock,Gd,Attchd,Unf,Oct,80,21453,6,5,0.0,938,4,2,2,0,4,1738.4,1.8,37,260,3.25,1,1,0,0,0
RL,SawyerW,1Story,VinylSd,PConc,No,Attchd,RFn,Apr,20,8529,7,5,0.0,20,6,1,2,290,4,2603.7,2.0,8,39,3.625,1,1,0,0,0
RL,StoneBr,2Story,VinylSd,PConc,No,BuiltIn,Fin,Jul,60,12438,8,5,466.0,0,10,1,3,324,3,3571.4,2.5,0,100,4.125,1,1,1,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Dec,60,10141,7,5,40.0,0,7,1,2,0,3,2391.0,2.5,11,385,3.25,1,1,1,0,0
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,RFn,Jun,20,8400,6,3,0.0,189,6,2,2,114,4,2667.4,2.3,52,216,3.125,1,1,0,0,0
RL,NPkVill,1Story,Plywood,CBlock,No,Attchd,RFn,Jul,120,4043,6,5,0.0,360,4,1,2,0,4,1929.5,2.0,33,220,3.125,1,1,0,0,0
RL,NridgHt,1Story,MetalSd,PConc,No,Attchd,RFn,Feb,120,7658,9,5,412.0,456,6,1,2,196,4,3159.7000000000003,2.8,5,82,4.0,1,1,0,0,0
RL,NAmes,SLvl,BrkFace,CBlock,No,Basment,Unf,Aug,80,7910,5,5,0.0,666,7,0,1,0,4,2374.0,2.0,48,0,3.125,1,1,0,0,0
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,Fin,Aug,60,11787,7,5,594.0,719,8,1,3,239,4,3510.7,3.3,11,60,3.625,1,1,1,0,1
RL,Edwards,1Story,AsphShn,CBlock,,,,May,90,9825,5,5,0.0,0,8,0,0,0,0,1671.5,2.0,45,0,1.5,0,0,0,0,0
RL,NridgHt,2Story,VinylSd,PConc,Mn,Attchd,RFn,Mar,60,10240,8,5,178.0,0,8,1,3,192,3,2930.0,2.5,1,52,3.625,1,1,1,0,0
RM,OldTown,1Story,MetalSd,CBlock,No,Detchd,Unf,Feb,20,6000,4,4,0.0,0,4,0,2,0,3,1690.8000000000002,1.0,56,144,2.75,1,1,0,0,0
RL,Sawyer,2Story,HdBoard,CBlock,Mn,Attchd,Fin,Apr,60,11616,6,5,328.0,438,6,1,2,335,1,1923.6,2.5,32,0,3.0,1,1,1,0,0
RL,Gilbert,2Story,VinylSd,PConc,Av,Attchd,Fin,Oct,60,9056,8,5,0.0,0,6,1,2,100,3,1987.0,2.5,2,35,3.875,1,1,1,0,0
RL,CollgCr,1Story,VinylSd,PConc,Mn,Attchd,RFn,Sep,20,12803,7,5,99.0,922,6,1,2,192,4,2698.0,2.8,6,36,3.625,1,1,0,0,0
RM,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,May,120,3072,7,5,18.0,0,6,1,2,144,3,2514.0,2.0,2,20,3.625,1,1,0,0,0
